player_id,player_display_name,position,team,prior_ppg,pred_ppg,proj_games,proj_total_pred,finish_pred,vbd_pred
00-0034829,Mike Gesicki,TE,CIN,5.891666666666667,5.4099461413561265,10.842391304347828,58.65675300002975,43.0,-45.052756368260425
00-0035243,Miles Sanders,RB,DAL,6.675000000000001,4.31319586410739,6.902649006622517,29.772477146749228,91.0,-45.24320790620555
00-0039062,Jonathan Mingo,WR,DAL,0.7,3.4240305824391775,7.4375,25.46622745689138,153.0,-45.300795812228685
00-0039398,Joe Milton III,QB,DAL,2.58,9.729343639487727,5.888888888888889,57.29502365476106,41.0,-45.3402188574882
00-0036309,Darnell Mooney,WR,ATL,5.486666666666667,5.998900883491723,12.9375,77.61078018017417,74.0,-45.48815945602628
00-0035208,Olamide Zaccheaus,WR,CHI,6.057142857142858,5.82210346817077,12.387500000000001,72.12130671196542,83.0,-45.744441287527
00-0033589,David Moore,WR,CAR,0.9,2.286934507735049,6.3375,14.493447442770874,185.0,-45.80719255293312
00-0036165,Isaiah Hodgins,WR,NYG,4.583333333333333,3.715982831407865,7.987500000000001,29.681412865870325,143.0,-46.31880203995778
00-0040488,Carter Runyon,TE,LV,0.43333333333333335,1.6835394842473204,5.892391304347827,9.920073417505137,108.0,-46.44175618505136
00-0039754,Devin Culp,TE,TB,1.9,2.3391728792717266,6.442391304347827,15.06986701678644,92.0,-46.55281589307379
00-0039394,Casey Washington,WR,ATL,3.08,3.241422597659768,7.4375,24.108080570094526,157.0,-46.658942699025545
