"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Bengals","DST","CIN",12,51.6,7.31,0.458,40.6,60.7,-1.53,-5.2,-0.243,202,212,195,15,"10",NA,151,0.85,55,NA
"Saints","DST","NO",12,51.1,4.45,0.0288,43.9,56,-1.99,-1.9,-4.94,203,201,225,16,"10",NA,161,1,29,NA
"Seahawks","DST","SEA",10,51.1,5.5,0.0209,42.1,58.1,-2.01,-3.69,-2.89,204,208,211,17,"10",NA,170,0.6,71,NA
"Jaguars","DST","JAC",12,51.1,3.89,0.464,46.7,57.8,-2.04,0.848,-3.1,205,191,213,18,"11",NA,166,0.4,26,NA
"Packers","DST","GB",10,50.6,7.04,0.763,38.1,58.5,-2.5,-7.74,-2.44,206,218,208,19,"12",NA,169,1.05,90,NA
"Braelon Allen","RB","NYJ",12,82.7,18,3.3,64.6,115,-2.91,2.79,-1.29,207,180,200,58,"12",22,158,4.07,61,0
"Bears","DST","CHI",7,49.8,2.3,0.0944,46.3,52.5,-3.26,0.455,-8.49,208,192,237,20,"12",NA,150,1.8,16,NA
"Chargers","DST","LAC",5,49.7,7.82,0.159,39.8,59.6,-3.36,-6.03,-1.38,209,213,202,21,"12",NA,168,0.2,94,NA
"Lions","DST","DET",5,49.6,8.48,0.0737,37.1,61.3,-3.52,-8.7,0.333,210,225,190,22,"12",NA,166,0.8,77,NA
"Falcons","DST","ATL",12,49.5,6.26,0.595,38.7,54.7,-3.59,-7.06,-6.27,211,216,227,23,"13",NA,167,0.2,99,NA
"Cam Little","K","JAC",12,140,10.8,0.967,129,157,-3.92,-3.23,0.14,212,205,192,17,"3",22,170,0,90,0
"Rams","DST","LAR",6,48.9,9.31,0.708,37.6,64.7,-4.18,-8.24,3.72,213,223,172,24,"14",NA,170,0,68,NA
"Daniel Carlson","K","LVR",10,139,10.5,1.42,123,150,-4.88,-9.91,-6.91,214,229,231,18,"3",31,167,1.26,65,6
"Buccaneers","DST","TB",11,48.2,8.05,0.0238,35.6,58,-4.89,-10.2,-2.91,215,230,212,25,"14",NA,161,0,84,NA
"Broncos","DST","DEN",14,48.2,7.49,0.973,39.5,61.6,-4.92,-6.35,0.628,216,214,187,26,"15",NA,159,0,81,NA
"Quentin Johnston","WR","LAC",5,123,34.7,0.337,76.3,168,-4.95,-21.1,-3.14,217,250,214,74,"11",24,157,3.03,95,1
"Adonai Mitchell","WR","IND",14,123,49,0.12,25.4,172,-5.29,-72,0.0957,218,402,193,75,"11",23,151,3.07,98,0
"Rashod Bateman","WR","BAL",14,123,12.9,0.865,104,139,-5.41,6.83,-32.3,219,169,280,76,"11",26,172,2.73,33,3
"Patriots","DST","NE",14,47.2,4.65,0.6,41.3,54.6,-5.89,-4.5,-6.33,220,210,228,27,"16",NA,160,0,48,NA
"Roschon Johnson","RB","CHI",7,79.4,28,0.14,46.6,119,-6.21,-15.1,2.32,221,237,180,59,"12",25,171,1.17,78,1
"Tyler Boyd","WR","TEN",5,122,26,4.5,99.4,176,-6.27,1.95,4.79,222,185,169,77,"12",31,182,2.49,85,8
"Dustin Hopkins","K","CLE",10,137,10,0.316,124,153,-6.3,-8.16,-4.14,223,221,219,19,"3",35,139,0.998,61,11
"Samaje Perine","RB","DEN",14,79.3,25.1,2.23,41.8,117,-6.35,-19.9,0.244,224,249,191,60,"13",30,166,2.21,84,7
"Commanders","DST","WAS",14,46.6,12,0.167,26.3,58.6,-6.49,-19.5,-2.34,225,248,206,28,"16",NA,170,0,87,NA
"Chris Boswell","K","PIT",9,137,4.66,0.0628,131,144,-6.62,-1.4,-13.3,226,199,245,20,"3",35,164,0.972,32,10
"Vikings","DST","MIN",6,46.4,7.08,0.584,36.6,56.7,-6.66,-9.17,-4.29,227,227,220,29,"17",NA,170,0.1,74,NA
"Chase McLaughlin","K","TB",11,137,7.48,0.671,124,146,-6.68,-8.91,-11.3,228,226,244,21,"3",30,184,0.912,42,5
"Titans","DST","TEN",5,45.9,7.24,0.961,36,57.1,-7.24,-9.84,-3.88,229,228,218,30,"18",NA,170,0,52,NA
"Matt Prater","K","ARI",11,136,4.92,0.931,130,142,-7.35,-2.75,-15.1,230,202,250,22,"3",41,169,0,55,18
"Noah Fant","TE","SEA",10,112,10.5,6.42,98,130,-7.76,7.39,-8.16,231,168,235,24,"9",28,165,2.05,18,5
"Cardinals","DST","ARI",11,44.9,10.9,0.263,26.8,60.5,-8.2,-19,-0.416,232,246,196,31,"19",NA,155,0.1,32,NA
"Joshua Karty","K","LAR",6,135,7.82,1.25,126,146,-8.28,-6.42,-10.7,233,215,242,23,"3",24,170,0,87,0
"Derek Carr","QB","NO",12,300,22.6,7.96,271,330,-8.41,-3.65,-6.43,234,207,229,24,"6",35,163,4.54,44,10
"Panthers","DST","CAR",11,44.6,7.49,0,35.3,56.5,-8.46,-10.5,-4.42,235,232,222,32,"19",NA,170,0,45,NA
"Tyrone Tracy","RB","NYG",11,77,24.3,2.26,46.1,114,-8.58,-15.7,-2.47,236,238,209,61,"13",26,156,3.43,94,0
"Jake Bates","K","DET",5,134,9.54,1.03,118,147,-9.53,-14.5,-10.2,237,236,240,24,"4",27,170,1.7,94,1
"Wil Lutz","K","DEN",14,133,6.61,1.75,124,141,-10.6,-8.21,-16.1,238,222,253,25,"4",32,172,0.984,45,8
"Kenneth Gainwell","RB","PHI",5,74.8,33.9,0.0477,24.2,117,-10.8,-37.6,0,240,284,194,62,"13",27,172,1.51,88,3
"Kendrick Bourne","WR","NE",14,117,23.7,3.86,89.5,151,-10.8,-7.86,-20.3,239,220,262,78,"12",30,172,1.75,84,7
"Miles Sanders","RB","CAR",11,74.7,25.7,1.42,36.5,108,-10.9,-25.3,-8.24,241,260,236,63,"13",56,177,2.04,80,5
"Jerick McKinnon","RB","FA",NA,73.3,16.6,3.37,62.7,85.6,-12.3,0.975,-31.1,242,189,278,64,"13",34,NA,NA,97,10
"Brayden Narveson","K","GB",10,131,15.8,1.49,110,152,-12.3,-23,-4.6,243,255,223,26,"4",26,170,0,97,0
"Nick Folk","K","TEN",5,130,7.8,1.51,119,139,-13.8,-13.2,-18.1,244,235,259,27,"4",41,170,0,29,17
"Darren Waller","TE","FA",NA,106,NA,5.16,NA,NA,-14.2,NA,NA,245,NA,NA,25,"9",33,NA,NA,NA,9
"D.J. Chark","WR","LAC",5,113,17.7,1.33,90.3,138,-14.6,-7.11,-33.6,246,217,285,79,"12",29,171,2.04,73,6
"Will Reichard","K","MIN",6,128,10.6,1.76,116,143,-15.3,-16.6,-13.6,247,240,248,28,"4",25,170,1.83,84,0
"Justice Hill","RB","BAL",14,69.9,29.5,1.06,22.2,116,-15.7,-39.6,-0.722,248,292,198,65,"13",28,171,2.88,87,5
"Tim Patrick","WR","DEN",14,112,22.3,2.87,97.4,138,-16,0,-33.3,249,194,284,80,"12",32,NA,2.76,99,7
"Daniel Jones","QB","NYG",11,292,26.1,7.11,258,321,-16.4,-16.4,-15.8,250,239,251,25,"6",29,170,3.46,78,5
"Clyde Edwards-Helaire","RB","KC",6,68.9,23.5,4.4,28.9,93.4,-16.7,-32.8,-23.3,251,273,269,66,"13",56,174,1.94,86,4
"Graham Gano","K","NYG",11,127,12.7,3.07,110,148,-17.1,-22.9,-9.37,252,253,238,29,"5",39,170,0,77,15
"Elijah Moore","WR","CLE",10,109,27.9,0.0399,71.4,154,-18.8,-26,-17.1,253,262,256,81,"12",26,170,1.8,88,3
"Jalin Hyatt","WR","NYG",11,109,33.9,1.01,69.8,154,-18.9,-27.6,-17.3,254,265,257,82,"12",24,171,1.46,89,1
"Jonnu Smith","TE","MIA",6,101,22.1,1.02,79.4,141,-19.3,-11.2,3.24,255,233,175,26,"9",30,174,2.36,69,7
"Josh Reynolds","WR","DEN",14,108,14.2,0.689,92.8,126,-19.9,-4.55,-45,256,211,315,83,"12",31,170,1.3,58,7
"Eddy Pineiro","K","CAR",11,124,9.16,8.57,115,140,-20.1,-17.5,-16.6,257,244,254,30,"5",30,171,0,68,6
"Isaiah Likely","TE","BAL",14,99.8,21,3.85,77.4,138,-20.4,-13.2,0,258,234,194,27,"10",26,154,2.45,57,2
"Jalen McMillan","WR","TB",11,108,16.7,0.0252,89.6,135,-20.6,-7.77,-36.3,259,219,290,84,"12",24,151,4.49,74,0
"Dyami Brown","WR","WAS",14,107,40,1.62,74.6,181,-20.6,-22.8,9.47,260,252,159,85,"12",26,170,1.43,99,3
"Jaylen Wright","RB","MIA",6,64.5,37.8,0.948,10.2,113,-21.1,-51.5,-3.46,261,320,216,67,"13",23,140,3.35,99,0
"Dameon Pierce","RB","HOU",14,63.5,8.18,3.18,53.3,75.5,-22.1,-8.5,-41.2,262,224,301,68,"13",26,165,1.68,48,2
"Greg Dortch","WR","ARI",11,106,27.9,2.54,73.1,156,-22.2,-24.3,-15.9,263,256,252,86,"12",28,178,1.56,94,5
"Will Levis","QB","TEN",5,285,31.8,10.6,238,323,-23.5,-36.8,-13.6,264,282,247,26,"6",27,153,2.37,84,1
"Zach Ertz","TE","WAS",14,96,24.1,8.5,73.9,132,-24.2,-16.7,-6.52,265,243,230,28,"10",35,173,2.23,76,11
"Jahan Dotson","WR","PHI",5,103,35.3,1.47,62.1,157,-24.8,-35.3,-15,266,277,249,87,"12",26,158,2.07,93,2
"Audric Estime","RB","DEN",14,60.3,28.3,0.547,14.9,94.7,-25.3,-46.8,-22,267,305,266,69,"13",22,167,2.63,83,0
"Tank Bigsby","RB","JAC",12,59.8,12.1,0.258,38.9,74.1,-25.8,-22.9,-42.6,268,254,308,70,"14",23,174,1.28,28,1
"Jalen Tolbert","WR","DAL",7,102,14.9,1.33,80.7,118,-26.2,-16.7,-53.6,270,242,328,88,"12",27,171,2.77,82,2
"Tre Tucker","WR","LVR",10,101,27.2,0.821,68.1,142,-27.6,-29.3,-29.4,271,266,276,89,"12",25,171,1.45,92,1
"Rondale Moore","WR","ATL",12,99.7,NA,2.21,NA,NA,-28.4,NA,NA,272,NA,NA,90,"13",56,NA,NA,NA,3
"Joey Slye","K","NE",14,115,15.6,12.1,94.5,128,-28.7,-38.1,-28.8,273,286,274,31,"6",30,170,0,74,5
"Mike Gesicki","TE","CIN",12,87.5,19.4,3.06,60.3,112,-32.7,-30.3,-26.2,279,269,271,29,"10",30,177,3.78,45,6
"Sam Darnold","QB","MIN",6,274,45.8,10.5,207,327,-34,-67.4,-9.72,281,387,239,27,"7",29,168,7.94,97,6
"Daniel Bellinger","TE","NYG",11,84.4,28.1,0.29,47.4,128,-35.8,-43.2,-10.6,285,299,241,30,"10",25,170,1.14,84,2
"Hayden Hurst","TE","LAC",5,84.1,25.1,1.03,44.1,118,-36.1,-46.5,-20.5,287,302,263,31,"10",32,170,0.972,80,6
"Tyler Higbee","TE","LAR",6,83.1,15.6,1.36,60.4,104,-37.1,-30.2,-33.9,292,268,287,32,"10",33,170,2.02,49,8
"Greg Dulcich","TE","DEN",14,81.7,25.5,0.103,51.8,127,-38.4,-38.8,-10.9,297,288,243,33,"10",26,184,1.93,82,2
"Kylen Granson","TE","IND",14,81.6,13.1,1.22,66.3,106,-38.5,-24.3,-32.3,298,257,281,34,"11",28,170,1.33,37,3
"Tucker Kraft","TE","GB",10,80.4,8.08,3.3,67.8,89.7,-39.8,-22.8,-48.4,301,251,319,35,"11",25,171,1.63,14,1
"Cade York","K","WAS",14,103,38.2,23.9,33.3,129,-40.9,-99.3,-28.1,302,495,272,32,"7",25,170,0,99,2
"Dawson Knox","TE","BUF",12,77.1,12.2,0.443,57,93.8,-43.1,-33.6,-44.3,307,274,310,36,"11",29,160,1.68,20,5
"Gerald Everett","TE","CHI",7,76.7,24,2.36,54.2,116,-43.5,-36.4,-22.5,309,280,267,37,"11",32,170,0,67,7
"Bo Nix","QB","DEN",14,264,23.5,6.78,239,295,-44.6,-35.5,-41.7,311,278,304,28,"7",26,148,5.1,69,0
"Logan Thomas","TE","SF",9,74.3,30.8,0.974,54.7,97,-45.9,-35.9,-41,315,279,299,38,"11",35,NA,NA,98,10
"Logan Thomas","TE","SF",9,74.3,30.8,0.974,54.7,97,-45.9,-35.9,-41,315,279,299,38,"11",35,NA,NA,99,10
"Michael Mayer","TE","LVR",10,73.3,14.5,0.0169,58.1,97,-46.8,-32.5,-41.1,321,272,300,39,"11",25,170,1.69,33,1
"Ben Sinnott","TE","WAS",14,73.3,33.6,1.77,9.32,106,-46.9,-81.3,-32.4,322,434,282,40,"11",24,166,4.13,94,0
"Will Dissly","TE","LAC",5,71.6,23.4,1.01,39.9,100,-48.6,-50.7,-37.8,327,317,296,41,"11",NA,170,1.26,71,6
"Ja'Tavion Sanders","TE","CAR",11,70.5,37.8,0.788,12.4,116,-49.6,-78.2,-21.9,328,419,265,42,"11",23,158,2.86,96,0
"Colby Parkinson","TE","LAR",6,69.8,15.4,1.31,50.6,87.8,-50.4,-40,-50.3,329,294,321,43,"11",27,170,1.3,47,4
"Bryce Young","QB","CAR",11,257,26.8,1.59,200,274,-51.3,-74.5,-62.7,334,406,346,29,"7",24,170,3.79,50,1
"Tommy Tremble","TE","CAR",11,68.4,15.1,0.364,41.2,80.7,-51.7,-49.4,-57.4,336,312,332,44,"11",26,170,0,39,3
"Theo Johnson","TE","NYG",11,68.1,22.1,4.91,35.8,85.7,-52.1,-54.8,-52.4,337,338,325,45,"12",25,145,2.76,63,0
"Russell Wilson","QB","PIT",9,255,32.8,33.8,211,294,-52.9,-64.2,-42.8,340,381,309,30,"8",37,157,4.56,94,12
"Mo Alie-Cox","TE","IND",14,63.2,14.5,1.74,42.8,80.7,-57,-47.9,-57.4,356,310,333,46,"12",32,NA,NA,73,8
"Noah Gray","TE","KC",6,61.4,20.8,1.73,18.1,81.3,-58.7,-72.5,-56.8,359,403,331,47,"12",27,170,0,78,3
"Durham Smythe","TE","MIA",6,59.7,29.8,4.61,13.3,93.1,-60.5,-77.3,-45,364,415,314,48,"12",30,170,0,90,6
"Tanner Hudson","TE","CIN",12,55.1,18.8,0.988,30.4,78.7,-65.1,-60.2,-59.4,377,367,337,49,"12",31,NA,NA,59,6
"Adam Trautman","TE","DEN",14,54.1,18.6,0.51,29.6,75.4,-66.1,-61,-62.7,382,369,344,50,"12",29,170,0,92,4
"Gardner Minshew","QB","LVR",10,222,48.1,47.6,158,289,-86.7,-117,-47.4,439,496,316,31,"9",30,157,4.67,59,5
"Drake Maye","QB","NE",14,174,85.1,46.9,66,278,-134,-209,-58.3,587,497,334,32,"10",23,136,6.47,99,0
